Label,Sentence,Array
normal,it ’ unfortunate that ppl feel the need to use violence to get their message across it shouldn ’ t get to that point,"threatened,stole,outrageous act,poor treatment,alienate"
offensive,<user> you confound arabs with north africains white people romains and iberian origin and i am the illiterate how many languages do you speak doctor in geography which is pointing africa in the arabic peninsula i speak <number> like a native sucker,"rat,monkey,nazi,demon,cancer,monster"
offensive,<user> the person who runs the page is some yt gay kid r we even surprised 🗿,"rat,monkey,nazi,demon,cancer,monster"
offensive,gope still does not get it worthless windbags despite getting multiple fuck yous from america you retarded think it no big deal fuck off mccockbreath ryan and all the other fags,"rat,monkey,nazi,demon,cancer,monster"
offensive,arabs wanna scream one umma but when shit hits the fan they mad quiet,"threatened,stole,outrageous act,poor treatment,alienate"
offensive,<user> it same when you enter any islamic ghetto,"killed,annhilate,destroy"
normal,<user> <user> compare their flag to nazis,"killed,annhilate,destroy"
normal,expose them racists homophobes islamophobes etc on social media dont be shy expose them all 🤩 🤩,"false,incorrect,wrong,challenge,persuade,change minds"
offensive,i heard a black girl hit a security guard dyke wit the meanest “ shut up bitch ” i ever heard in atlanta i was cryin dog,"killed,annhilate,destroy"
offensive,we need to take on police unions they protect these nazis in blue uniforms we see out there terrorizing people,"threatened,stole,outrageous act,poor treatment,alienate"
normal,you cannot love god and hate your brother,"threatened,stole,outrageous act,poor treatment,alienate"
offensive,<user> <user> he ’ a <number> percenter far right nazi trumper,"rat,monkey,nazi,demon,cancer,monster"
normal,perhaps the bigger impact was within the demographic breakdown where muslims dropped from nearly half of refugees under mr obama to slightly more than a third christians meanwhile went from <number> percent to <number> percent under mr trump,"rat,monkey,nazi,demon,cancer,monster"
normal,<user> im muslim army 🥺,"killed,annhilate,destroy"
offensive,now that women in saudi arabia can drive they have a fighting chance to escape the isiamist captors who enslave them maga tcot pjnet,"false,incorrect,wrong,challenge,persuade,change minds"
offensive,and where was this energy when hundreds of immigrant children went missing in the hands of the government fuck yall,"threatened,stole,outrageous act,poor treatment,alienate"
normal,<user> even on its face not quite as bad as the nazis is not really a defense of the morality of a thing,"threatened,stole,outrageous act,poor treatment,alienate"
offensive,<user> for someone so powerful you sure do like licking nazi boot like a bitch,"punched,raped,starved,torturing,mugging"
normal,<user> <user> you got it right there is no excuse for the violence amp destruction her rhetoric is appalling,"threatened,stole,outrageous act,poor treatment,alienate"
offensive,women betray the hubby is retarded if he stands by her he probably never saw it coming she must have made him jump through hoops,"false,incorrect,wrong,challenge,persuade,change minds"
hatespeech,as i said <number> years ago all blm will convert to islam then the moslem faggot obama will supply them with the <number> billion hollow point rounds his dhs has hidden then the war starts,"killed,annhilate,destroy"
offensive,reminder you are retarded,"false,incorrect,wrong,challenge,persuade,change minds"
offensive,it outrageous twitter is always slapping my hand but i must ve hurt the feelings of ghetto trash lebron got suspended for telling the truth,"false,incorrect,wrong,challenge,persuade,change minds"
offensive,<user> <user> mohamed didn ’ t keep any slaves you nazi bigot mohamed and islam are a religion of peace blacklivesmatteruk,"killed,annhilate,destroy"
normal,<user> why should you ban immigrants from operating small business every business start somewhere and tomorrow that will give people job,"killed,annhilate,destroy"
normal,being gay doesn ’ t give out free passes to be gross to women,"threatened,stole,outrageous act,poor treatment,alienate"
normal,sending thoughts and prayers to all the boba asians in this difficult time,"false,incorrect,wrong,challenge,persuade,change minds"
normal,wait ppl didn ’ t know the actor for justin foley was actually gay,"punched,raped,starved,torturing,mugging"
normal,<user> we counting women too,"punched,raped,starved,torturing,mugging"
offensive,hannah baker was a bitch wtf,"rat,monkey,nazi,demon,cancer,monster"
offensive,<user> whatchu are <user> is a self hating homosexual who has to pay for your homosexual desires,"punched,raped,starved,torturing,mugging"
offensive,loqueesha loqueesha let down yo weave bitch,"punched,raped,starved,torturing,mugging"
normal,making holocaust “ isn ’ t real ” jokes isnt funny 🙂 being antisemetic isn ’ t trendy 🙂 there isn ’ t an excuse for being antisemetic 🙂,"false,incorrect,wrong,challenge,persuade,change minds"
offensive,why the fuck is this fatneck musclehead retard on my tl holy shit,"punched,raped,starved,torturing,mugging"
hatespeech,another ghetto hell hag who is deeply upset god punished her to live as an ape give her a banana,"rat,monkey,nazi,demon,cancer,monster"
normal,<user> ted you grow some balls i bet you hate your name is not smith,"rat,monkey,nazi,demon,cancer,monster"
normal,<user> so did the nazis,"killed,annhilate,destroy"
offensive,u wanna be a gay sad faggot or u wanna be dope and sweet,"punched,raped,starved,torturing,mugging"
normal,benazircorruptionrevealed the sindh health minister had virtually gone missing the civil hospital karachi was facing immense problems,"threatened,stole,outrageous act,poor treatment,alienate"
offensive,watch muslim twitter say shit like voice notes are haram if ur a woman,"punched,raped,starved,torturing,mugging"
hatespeech,<user> muslims just simply should not be in the world,"false,incorrect,wrong,challenge,persuade,change minds"
normal,so are we bitchee ’ or chickee ’ <user>,"killed,annhilate,destroy"
normal,<user> who can even hate you 😤 🌻,"killed,annhilate,destroy"
offensive,<user> this would be funny if it wasn t so scary how retarded can democrats get,"threatened,stole,outrageous act,poor treatment,alienate"
offensive,it ’ only <number> and we ’ re struggling chile get it together unless y ’ all wanna be bullied by retardi gang,"threatened,stole,outrageous act,poor treatment,alienate"
offensive,otoh you might just be retarded and failing at trolling along with the rest of your life,"rat,monkey,nazi,demon,cancer,monster"
normal,<user> <user> it because of the brutal killing of the women n childrenz gender based violence must fall fathersday,"killed,annhilate,destroy"
offensive,<user> somali refugees getting the job of signing up for welfare done right every time,"threatened,stole,outrageous act,poor treatment,alienate"
normal,<user> so ur telling me i need help cause im a muslim are u just acting genuinely stupid,"false,incorrect,wrong,challenge,persuade,change minds"
offensive,<user> stupid retarded slut,"rat,monkey,nazi,demon,cancer,monster"
normal,arat tagaytay now 😣,"killed,annhilate,destroy"
normal,imma bad bitch u can ’ t kill me,"killed,annhilate,destroy"
offensive,<user> why would a stud suck a strap that ’ gay as hell lmao,"punched,raped,starved,torturing,mugging"
normal,love conspiracy theories they are finding blond red haired mummies all over china mongolia etc theory is they came west from the black sea region and met the asians after a while the black sea tribe allowed technology transfer to the asians asians then used the tech against the black sea,"false,incorrect,wrong,challenge,persuade,change minds"
normal,i mean i consider myself white and greek and polish and jewish just explaining that guy tweet i think my opinion is what most jews believe although i guess i can not be <number> positive,"false,incorrect,wrong,challenge,persuade,change minds"
offensive,<user> <user> talk about retarded what a stupid gif you appear to be the poster boy for it,"rat,monkey,nazi,demon,cancer,monster"
offensive,if you wanna listen to gay music for gay people listen to icp there is so much homoerotism in some of their songs,"rat,monkey,nazi,demon,cancer,monster"
normal,there are plenty not all are as public but many ppl of all races gay ppl etc are becoming red pilled these days,"threatened,stole,outrageous act,poor treatment,alienate"
normal,<user> this isnt a mosque a simple islamic architecture palace,"rat,monkey,nazi,demon,cancer,monster"
normal,<user> this is one of your more terrible takes survivors of the holocaust do not want auschwitz torn down so people remember,"killed,annhilate,destroy"
normal,i need a nigga too love me when i got attitude not catch one cause i ’ m mad 🤨,"threatened,stole,outrageous act,poor treatment,alienate"
normal,it actually baffles me how someone can be racist homophobic transphobic islamaphobic anti semitic etc like how and why,"false,incorrect,wrong,challenge,persuade,change minds"
offensive,<user> she should of raped and abused young white girls <user> would of turned a blind eye,"threatened,stole,outrageous act,poor treatment,alienate"
offensive,<user> is every young person in america retarded,"killed,annhilate,destroy"
offensive,<user> wow you really set the bar really low with this one i get it about the house but you ’ re ghetto af,"killed,annhilate,destroy"
